Date,Open,High,Low,Close,Adj Close,Volume
2024-12-16,3930.7807,3938.7595,3901.6465,3911.8416,3911.8416,17851125100
2024-12-17,3908.1263,3955.945,3908.1263,3922.0334,3922.0334,16093909000
2024-12-18,3934.5425,3956.1441,3933.9693,3941.89,3941.89,15773832100
2024-12-19,3911.8901,3954.3491,3899.7479,3945.4635,3945.4635,16108104000
2024-12-20,3937.4722,3958.6336,3923.2562,3927.7441,3927.7441,15498649600
2024-12-23,3928.1493,3965.8502,3928.1493,3933.5718,3933.5718,19006736200
2024-12-24,3934.9422,3985.8588,3934.7338,3983.6882,3983.6882,16149458900
2024-12-25,3987.9557,4007.7626,3969.4766,3985.6291,3985.6291,15939074700
2024-12-26,3981.7317,3991.5331,3965.5461,3987.4801,3987.4801,14342528600
2024-12-27,3987.0189,4007.1314,3970.9365,3981.0307,3981.0307,16926866600
2024-12-30,3976.7004,4005.778,3976.7004,3999.0549,3999.0549,16461248500
2024-12-31,3995.8705,4004.3462,3934.9109,3934.9109,3934.9109,18392839700
2025-01-02,3931.8155,3934.2034,3796.3389,3820.3952,3820.3952,21789872400
2025-01-03,3825.2426,3835.9353,3767.6653,3775.1648,3775.1648,17534267600
2025-01-06,3775.9902,3788.8489,3743.0727,3768.9697,3768.9697,15094667000
2025-01-07,3760.866,3797.602,3749.0581,3796.1055,3796.1055,14645577900
2025-01-08,3781.261,3810.7355,3731.1887,3789.2153,3789.2153,16916696800
2025-01-09,3780.7341,3795.2608,3768.681,3779.8773,3779.8773,12979400200
2025-01-10,3778.8928,3786.8069,3732.4806,3732.4806,3732.4806,13752317100
2025-01-13,3704.4442,3737.8852,3704.1073,3722.513,3722.513,13644619900
2025-01-14,3728.5561,3826.6399,3718.8768,3820.5395,3820.5395,17066465700
2025-01-15,3810.0353,3816.8284,3790.1655,3796.026,3796.026,14147552000
2025-01-16,3812.1935,3842.947,3776.2861,3800.3836,3800.3836,14450587100
2025-01-17,3788.3729,3831.6404,3780.2133,3812.3429,3812.3429,12662196100
2025-01-20,3835.3042,3858.6677,3821.9815,3829.6764,3829.6764,13958127700
2025-01-21,3850.3563,3850.9106,3817.1214,3832.6145,3832.6145,14121840600
2025-01-22,3823.9447,3823.9447,3783.1438,3797.0166,3797.0166,13725506200
2025-01-23,3829.0462,3864.2585,3801.8531,3803.7439,3803.7439,18056955100
2025-01-24,3793.8498,3847.6003,3793.4836,3832.8637,3832.8637,14897172200
2025-01-27,3836.9578,3851.9969,3817.0802,3817.0802,3817.0802,14667077200
2025-02-05,3844.6998,3844.6998,3785.162,3795.0848,3795.0848,15716830800
2025-02-06,3789.6086,3843.4942,3788.3196,3842.8314,3842.8314,16728817600
2025-02-07,3844.0574,3919.3499,3833.8685,3892.7028,3892.7028,22185770700
2025-02-10,3898.1023,3906.3678,3878.8314,3901.0618,3901.0618,18890304000
2025-02-11,3905.1594,3905.1594,3872.9087,3883.1352,3883.1352,16657490900
